fname,fadd,flat,flng,furl,fimg,fcat,floc
클로리스 코엑스몰점,서울 강남구 봉은사로 524 코엑스몰 B1 I109,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/36453737?c=14143215.9561359,4510701.7395228,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220713_47%2F1657678748241umWTy_JPEG%2FIMG_7423.jpg,홍차전문점,선릉
뽕나무쟁이 선릉본점,서울 강남구 역삼로65길 31,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/13468956?c=14142436.9200754,4509481.9266384,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161209_112%2F14812144599157O5dV_JPEG%2F177159415759626_0.jpeg,"족발,보쌈",선릉
우화당,서울 강남구 테헤란로81길 22 지하1층,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/1161199107?c=14142983.1314209,4510225.3325372,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220221_69%2F1645372809471bU6qJ_JPEG%2F%25B3%25D7%25C0%25CC%25B9%25F6%25B7%25CE%25B0%25ED.jpg,소고기구이,선릉
바토스 파르나스몰점,서울 강남구 테헤란로 521 지하 1층 F-25호,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/1693841602?c=14143418.4462897,4510370.7867731,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200907_226%2F1599464430529iPGY5_JPEG%2F5Iykq0GNnrWLwjnj-YIs0vUS.jpg,"멕시코,남미음식",선릉
에그슬럿 코엑스점,서울 강남구 영동대로 513 (삼성동) 지하1층 101호,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/1608633026?c=14143258.0015076,4510667.8901672,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200707_180%2F1594115114237dLjO6_JPEG%2FWU4uXBRw8QeE6m2xyX0952wA.jpg,샌드위치,선릉
테라로사 포스코센터점,서울 강남구 테헤란로 440 1층,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/1542149931?c=14142885.6934706,4509882.2144875,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180406_281%2F1522999750979nBQie_JPEG%2FSJglMNIovCOSk4LQDzWdAcUU.jpg,카페,선릉
반룡산,서울 강남구 테헤란로78길 26 1층,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/12053368?c=14142860.6911130,4509662.1707464,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_142%2F1441008108036rSK4M_JPEG%2F12053368_0.jpg,이북음식,선릉
아그라 코엑스점,서울 강남구 영동대로 513 (코엑스 지하1층 I102호),,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/36166523?c=14143219.1176094,4510627.1082945,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220217_18%2F1645098726410toNr6_JPEG%2FKakaoTalk_20220105_152708733_02.jpg,인도음식,선릉
플랜튜드,서울 강남구 영동대로 513 스타필드 지하1층 I-111호,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/1973574446?c=14143258.0015076,4510667.8901672,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220520_277%2F1653020020665FotLF_JPEG%2F220518_plantude-13157.jpg,퓨전음식,선릉
참치공방 선릉점,서울 강남구 삼성로85길 39 2층,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/1351749376?c=14142685.8972485,4509628.5492668,15,0,0,0,dh&placePath=%3Fentry%253Dbmp%2526n_ad_group_type%253D10%2526n_query%253D%25EB%25A7%259B%25EC%25A7%2591",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220725_51%2F1658718718428zYft3_JPEG%2F%25BE%25F7%25B7%25CE%25B5%25E5%25BF%25EB%2528%25BC%25B1%25B8%25AA%25C2%25FC%25C4%25A1%2529IMG_0661.jpg,생선회,선릉
커피오스 삼성점,서울 강남구 역삼로83길 25 1층,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/1861516626?c=14143221.8115411,4509754.6724690,15,0,0,0,dh&placePath=%3Fentry%253Dbmp%2526n_ad_group_type%253D10%2526n_query%253D%25EB%25A7%259B%25EC%25A7%2591",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220808_119%2F1659950216836HxmMo_JPEG%2F1659340991084-0.jpg,카페,선릉
허머스키친,서울 강남구 테헤란로 521 파르나스몰 지하 1층 F-26호,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/38500970?c=14143434.2425254,4510358.8023342,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201106_81%2F1604669530627Nhw0W_JPEG%2FsBbSv6EQG5M1MNtpabdGyxPD.jpg,아시아음식,선릉
케르반 코엑스몰점,서울 강남구 봉은사로 524 코엑스몰 B1 H105,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/36166565?c=14143204.3232491,4510624.3296317,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191006_90%2F1570346388655MVQXN_JPEG%2Fog7y91nnFBEf2j3kGYKE35RJ.jpg,아시아음식,선릉
신동궁감자탕 선릉직영점,서울 강남구 선릉로86길 39,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/18468954?c=14142532.6325736,4509604.7785530,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191114_112%2F1573722983875g6mdb_JPEG%2F07qJTL5AVFJJyYJY7Ag6js5I.jpg,감자탕,선릉
마담밍,서울 강남구 선릉로86길 5-4 1층,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/11707122?c=14142229.7990309,4509521.4411576,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_37%2F1441024969500Dy9mc_JPEG%2F11707122_0.jpg,중식당,선릉
버터풀앤크리멀러스 현대백화점 무역센터점,서울 강남구 테헤란로 517 지하 1층 식품관,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/1949109610?c=14143309.2530011,4510242.7897455,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210201_115%2F1612146068907jl2nY_JPEG%2FJ6-V7UcJfuwX-D4cFptqGrPu.jpg,베이커리,선릉
피양콩할마니,서울 강남구 삼성로81길 30,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/12017005?c=14142792.9643348,4509606.7009759,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20171129_96%2F1511951681037wRBmc_JPEG%2Fimage.jpg,한식,선릉
폴리스 파르나스몰점,서울 강남구 테헤란로 521 f-13호,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/539142144?c=14143418.4462897,4510370.7867731,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20171106_91%2F1509938390478WSsGy_JPEG%2FApkkEMfNFed1u-69gWgbots9.jpg,피자,선릉
글로브 비스트로,서울 강남구 테헤란로 521 파르나스타워 지하1층,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/334278981?c=14143489.6796318,4510317.3059697,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180212_168%2F1518419656191xovoE_JPEG%2FnkGcZycNqCpyBHOndg4ibhdh.jpg,양식,선릉
요그앤오트,서울 강남구 테헤란로82길 14 1층,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/1859072334?c=14143084.4098936,4509873.2756906,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220609_152%2F16547517433242J6La_JPEG%2FYNO_BI-05.jpg,"카페,디저트",선릉
르브런쉭 대치점,서울 강남구 삼성로 350 서울빌딩,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/1243805691?c=14143225.9080984,4509430.2324427,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200516_247%2F1589607539292oImIF_JPEG%2F%25BA%25BB%25BE%25C6%25C7%25C7%25B6%25BC.jpg,브런치,선릉
보노보노 삼성점,서울 강남구 테헤란로 508 해성2빌딩 지하1층,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/11684863?c=14143122.4922914,4510000.2438078,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201205_13%2F1607095270111Gjk4U_JPEG%2Fimage.jpg,해산물뷔페,선릉
한미옥,서울 강남구 봉은사로 319 내외빌딩 2층,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/1034494104?c=14141303.9214301,4510421.4190736,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200712_24%2F1594484077290xvped_JPEG%2FoPVVtVBhaQv5l_BPyU-ZZLAx.jpg,"육류,고기요리",선릉
포스톤즈커피로스터스,서울 강남구 테헤란로103길 5 1층,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/1437513434?c=14143757.1692362,4510402.5301657,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220801_26%2F1659343683936GHRR0_PNG%2F1BAE5554.png,"카페,디저트",선릉
수다 삼성1호점,서울 강남구 테헤란로87길 53,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/37282214?c=14143023.1841737,4510590.9997696,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220527_124%2F1653626901807B242M_JPEG%2FB534DCD0-E5F7-4A0E-9672-37AF5F1FAA28.jpeg,이자카야,선릉
차알 역삼 센터필드점,서울 강남구 테헤란로 231 지하 2층,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/1856652176?c=14141246.3581214,4509435.6909112,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210731_16%2F1627713596675rgqIK_JPEG%2FQQfOe1kcsrw5WkJXMURXvd1k.JPG.jpg,중식당,선릉
시추안하우스 삼성점,서울 강남구 테헤란로87길 29 M타워 1층,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/13179957?c=14143099.2153859,4510380.2171608,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200122_252%2F15796695860767VmMs_JPEG%2FRv9-Zd6uHxqqSJ9EurpFw8aj.jpg,중식당,선릉
생어거스틴 파르나스몰점,서울 강남구 테헤란로 521 그랜드인터콘티넨탈호텔 B1,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/35769945?c=14143431.9827397,4510302.7675461,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200908_152%2F15995527382880uLYv_JPEG%2FIpvQjy7EJl9TBa5pA7a925Id.jpg,아시아음식,선릉
하동관 코엑스몰직영점,서울 강남구 영동대로 513 코엑스몰 B1 J101,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/36112273?c=14143296.0505095,4510611.8116247,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191008_12%2F1570497895352D8zSX_JPEG%2FfB2ZLNziPvcvfnKm1uASEnTo.jpg,"곰탕,설렁탕",선릉
스시소라 대치점,서울 강남구 삼성로85길 33,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/832737607?c=14142736.0355472,4509646.9316150,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170612_185%2F1497245065075bS8mE_JPEG%2F186562545444127_0.jpeg,일식당,선릉
이도곰탕 본점,서울 강남구 논현로94길 29-5,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/20454572?c=14140924.2217789,4509502.0066187,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200723_137%2F1595485215874eT7z8_JPEG%2FhqpiWRs5NY6C5KSgrXqiRxsg.jpg,"곰탕,설렁탕",선릉
바게트케이,서울 강남구 테헤란로34길 21-10,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/37362104?c=14141260.4400370,4509079.3388722,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",NULL,베이커리,선릉
능라도 강남점,서울 강남구 삼성로 534 싹아트센터 1층,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/37274591?c=14142823.2988960,4510370.6464400,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200928_13%2F1601260348779sCVnu_JPEG%2FFBMnTe-D4u9EGzMWweSXz-Ix.jpeg.jpg,이북음식,선릉
카페 노티드 삼성,서울 강남구 테헤란로103길 9 1층,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/1182668560?c=14143772.2641592,4510448.5736926,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210508_120%2F1620452203477kFG9d_JPEG%2FctM1I9HqEtHU-9KKeQYAFsPU.jpeg.jpg,카페,선릉
치즈룸X멜팅샵 파르나스몰점,서울 강남구 테헤란로 521 파르나스몰 지하1층,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/1036294902?c=14143531.3019894,4510327.7467034,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211012_200%2F1634030579496JuLkK_PNG%2F6ARtiyOT36oosavSnrTsy4af.png,이탈리아음식,선릉
훠궈야 파르나스몰점,서울 강남구 테헤란로 521 파르나스몰 지하1층,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/1543092983?c=14143377.3582656,4510230.5388237,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210504_141%2F1620122285811d5Bo0_JPEG%2FAZSpgSmnrnPUKg4jPB5lY17Q.jpg,중식당,선릉
바이킹스워프 코엑스점,서울 강남구 영동대로 513 코엑스 컨벤션센터 2층,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/1508030844?c=14143345.9439053,4510668.8304256,15,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180828_187%2F1535420776395C10rK_JPEG%2FH9qk07eIHmOIzJj-OFOHZVFz.jpg,바닷가재요리,선릉
오목집 세종문화회관점,서울 종로구 새문안로5길 5-7 1-2층(당주동),,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/1257428929?c=14134498.5713397,4518975.5331004,17,0,0,0,dh&placePath=%3Fentry%253Dbmp%2526n_ad_group_type%253D10%2526n_query%253D%25EB%25A7%259B%25EC%25A7%2591",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190731_297%2F1564552389672Dweu3_JPEG%2F6KRn9m8Oddc-sSeQ3WL4Tn23.jpg,"족발,보쌈",광화문
그린앤그레인,서울 종로구 세종대로23길 54 지하 1층 27호,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/996087339?c=14134596.7885264,4519143.1035403,17,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211121_148%2F1637463282335HOK8a_JPEG%2F586735AB-BCDA-4A4B-B974-35AE781D4B2F.jpeg,"다이어트,샐러드",광화문
힐사이드테이블,서울 종로구 경희궁2길 7,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/1367089117?c=14134109.5542472,4519265.8301200,17,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210617_42%2F1623906368987tvaTP_JPEG%2FM9lQcxdyt0JV4fhWWsaqEi8q.jpg,"다이어트,샐러드",광화문
후라토식당 경복궁 본점,서울 종로구 새문안로5길 19 로얄빌딩 아케이드 B1 63호 후라토식당,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/676217924?c=14134458.7189620,4519150.9547398,17,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201215_219%2F1608011117403dhHmQ_JPEG%2FDMX2Qi1wNnJ0aujrUgldVC4P.jpg,일식당,광화문
박순례 손말이고기 산정집 광화문점,서울 종로구 새문안로5가길 3-10 선덕빌딩 2층,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/37450428?c=14134470.1403417,4519192.3175967,17,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200930_73%2F1601392484023QGefa_JPEG%2F0uoBknkysg14MzbQw-SM50kB.jpg,소고기구이,광화문
화목순대국전문 광화문1호점,서울 종로구 새문안로5길 11,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/20867980?c=14134534.2715004,4519033.8193876,17,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180620_141%2F1529484720377M0kU5_JPEG%2FCl3PVAYLduHvaNF4iK2hPCbb.jpg,"순대,순댓국",광화문
고가빈커리하우스,서울 종로구 경희궁2길 7,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/329955337?c=14134109.9216015,4519262.7542131,17,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210712_169%2F1626074806628fx0Hr_JPEG%2FkFSD0GeYK6onhZZeooIB6H0g.jpg,패밀리레스토랑,광화문
광화문뚝감,서울 종로구 새문안로3길 21,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/17902444?c=14134291.0940727,4519148.6513462,17,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190930_207%2F1569772012600l9Biy_JPEG%2Fy5FoIxZhzZoN3_ddzZQ6p_jx.jpeg.jpg,감자탕,광화문
루뽀,서울 종로구 새문안로5길 31 센터포인트 빌딩 2층,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/1744097298?c=14134481.6285132,4519285.8165144,17,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190307_282%2F15518917514542N8Om_JPEG%2FD4cLL3pRn6izKkkqCyaGtj1h.jpg,양식,광화문
포시즌스호텔서울 유유안,서울 종로구 새문안로 97 11층,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/37402390?c=14134601.6420562,4518958.9742361,17,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161008_13%2F1475904479960D4fN4_JPEG%2F176958545779702_1.jpeg,중식당,광화문
야마야,서울 종로구 새문안로3길 12 신문로빌딩 1층 야마야,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/20497351?c=14134332.0930412,4519065.8278267,17,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190318_235%2F1552892401760qpK6O_JPEG%2F%25BD%25C5%25B9%25AE%25B7%25CE%25C1%25A1_%25C0%25D4%25B1%25B8.jpg,일식당,광화문
포시즌스호텔서울 찰스 H.,서울 종로구 새문안로 97 포시즌스호텔 지하1층,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/37402393?c=14134599.6605693,4518942.6962941,17,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161008_135%2F1475906334498m28PU_JPEG%2F176958548870959_0.jpeg,바(BAR),광화문
감성타코 광화문점,서울 종로구 새문안로3길 23 경희궁의 아침 4단지 지하1층,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/38279564?c=14134276.1104693,4519246.3213010,17,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170623_255%2F1498197959829mULmb_JPEG%2F186573553579669_0.jpeg,"멕시코,남미음식",광화문
반포식스 광화문점,서울 종로구 새문안로9길 9 2층,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/1452239516?c=14134667.1535765,4518946.8676021,17,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220316_294%2F1647407369647mo1sU_JPEG%2F1.,베트남음식,광화문
뽐모도로 광화문지점,서울 종로구 새문안로9길 19-1 일선빌딩 1층,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/11680230?c=14134633.1566040,4519019.1845833,17,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20151125_258%2F1448462229975h83yA_JPEG%2F11680230_01.jpg,이탈리아음식,광화문
친니,서울 종로구 세종대로 175 세종문화회관 지하 1층,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/36523570?c=14134699.1579301,4519202.4862833,17,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170314_73%2F1489467243037dsFME_JPEG%2F186264538421478_0.jpeg,중식당,광화문
고려삼계탕 세종로점,서울 종로구 세종대로23길 5-1,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/11828877?c=14134682.9720762,4519064.8868137,17,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_92%2F1441048561492zDb1U_JPEG%2F11828877_0.jpg,"백숙,삼계탕",광화문
평가옥 광화문점,서울 종로구 새문안로5길 19 로얄빌딩 지하1층,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/33876339?c=14134497.6139921,4519153.3985849,17,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180627_184%2F1530079499597sIokh_JPEG%2FQofRj7SrAkH70u-_QSB6NNyF.jpg,냉면,광화문
포시즌스호텔서울 아키라백,서울 종로구 새문안로 97 12층,,,"https://map.naver.com/v5/search/%EB%A7%9B%EC%A7%91/place/1135500385?c=14134603.1337374,4518956.0810021,17,0,0,0,dh&placePath=%3Fentry%253Dbmp",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190828_12%2F1566978954683sCHO1_JPEG%2FCi9cbOz2fzCOIUR2JfdhS6ZA.jpg,일식당,광화문
